年份,上架时间,商品ID,商品名称（查找引用）,货号（查找引用）,产品等级,链接,直播价,运营,组别,类目名称(索引),一级类目,二级类目,叶子类目,主图,品类-公司维度划分,团购优惠金额,继承S级标注,6-8月是否同意破价,是否正常开推广,父记录,多类目上架判断,检测报告
2025,2025/10/18,986584598981,极光探险家羽绒服,KW9999,清仓,https://detail.tmall.com/item.htm?abbucket=11&id=986584598981&pisk=gSrj2twn5IAfSnUKlcWyRCHXhVmsGTSFhdMTKRK2BmnA15NTZhkNnt4SB7PsbcyOi5ZswR4VnV5DCzN0pqP_ItDt65Fs_r7PY-2mjcCEfMSUnodPNiNskjhJy8DpDFQrk-gNSgfFTMS1kLn1G6yVUZqQyvMKXxhxHUBSQALx653928hoIAdxXjB7ebcJHnHxHUh-QxLxXEK9y3HmpEpvXEp-2bDtXfFtXTi-ZAnt65ntaNvICZG0h9v-rslXbI9rwhKTVxgRz-h-fcWZnqG8hb1duutnlXexNhCBuMbq1bqdaawuOrFqE5sCNDU3NlgKfiOnhzeI2jodRUibUSqIDk1X0Yorg2UtPtIYFmGjWuupQEmbWSqsor9GK8nYZycnkafoForE5X0WwsezFj3Q5S5kXjzQe7gU4Q-EvyV7f2nd4MKEOwP95LgHfYGFFTTMSCq_T9oXfHPmkYDjzT6WMP0xEYGFFTTMSqHohbW5FIUG.&rn=2c1c1eba3034f250d65bbe19658f908b&spm=a1z10.3-b-s.w4011-14899565465.127.1c10367cMnlylO,199.9,桃酥,运营三组,童装/婴儿装/亲子装>羽绒服饰/羽绒内胆>羽绒服,童装/婴儿装/亲子装,羽绒服饰/羽绒内胆,羽绒服,image.png,普通童装,,,同意,,,,
2025,2025/11/01,990317574461,小羽宙羽绒服,KQ25179,清仓,https://detail.tmall.com/item.htm?id=990317574461&spm=a21dvs.23580594.0.0.506c645eVVH5tp,339.9,热狗,运营一组,童装/婴儿装/亲子装>羽绒服饰/羽绒内胆>羽绒服,童装/婴儿装/亲子装,羽绒服饰/羽绒内胆,羽绒服,image.png,普通童装,,,同意,,,,
2025,2025/08/19,966514879232,小闪电轻跑鞋,KKQ3113,清仓,https://detail.tmall.com/item.htm?id=966514879232&spm=a21dvs.23580594.0.0.506c645erZgf1i,159.9,热狗,运营一组,童鞋/婴儿鞋/亲子鞋>运动鞋>运动鞋,童鞋/婴儿鞋/亲子鞋,运动鞋,运动鞋,image.png,普通童装,,,同意,,,,
2025,2025/08/14,965948881263,小蜻蜓休闲运动鞋,KKQ3116,清仓,https://detail.tmall.com/item.htm?id=965948881263&spm=a21dvs.23580594.0.0.2593645eRuCor2,179.9,曲奇,运营三组,童鞋/婴儿鞋/亲子鞋>运动鞋>运动鞋,童鞋/婴儿鞋/亲子鞋,运动鞋,运动鞋,image.png,童鞋,,,同意,,,,
2025,2025/08/14,964626187909,小犀牛户外运动鞋,KKQ3105,清仓,https://detail.tmall.com/item.htm?id=964626187909&spm=a21dvs.23580594.0.0.4b2f4b51HKpf0v,139.9,栗子,运营二组,童鞋/婴儿鞋/亲子鞋>运动鞋>运动鞋,童鞋/婴儿鞋/亲子鞋,运动鞋,运动鞋,image.png,童鞋,,,同意,,,,
2025,2025/08/25,969958053872,漫游者户外运动鞋,KKQ3107,清仓,https://detail.tmall.com/item.htm?id=969958053872,139.9,热狗,运营一组,童鞋/婴儿鞋/亲子鞋>运动鞋>运动鞋,童鞋/婴儿鞋/亲子鞋,运动鞋,运动鞋,image.png,童鞋,,,同意,,,,
2025,2025/08/14,965167898708,探险家户外运动鞋,KKQ3118,清仓,https://detail.tmall.com/item.htm?id=965167898708&spm=a21dvs.23580594.0.0.4b2f4b51HKpf0v,159.9/179.9,桃酥,运营三组,童鞋/婴儿鞋/亲子鞋>运动鞋>运动鞋,童鞋/婴儿鞋/亲子鞋,运动鞋,运动鞋,image.png,童鞋,,,同意,,,,
2025,2025/08/06,962620785923,跳跳糖轻跑鞋,KKQ3112,清仓,https://detail.tmall.com/item.htm?id=962620785923&spm=a21dvs.23580594.0.0.4b2f4b51HKpf0v,169.9,栗子,运营二组,童鞋/婴儿鞋/亲子鞋>运动鞋>运动鞋,童鞋/婴儿鞋/亲子鞋,运动鞋,运动鞋,image.png,童鞋,,,同意,,,,
2025,2025/08/19,967021162867,太空舱轻跑鞋,KKQ3109,清仓,https://detail.tmall.com/item.htm?id=967021162867&spm=a21dvs.23580594.0.0.506c645erZgf1i,159.9,热狗,运营一组,童鞋/婴儿鞋/亲子鞋>运动鞋>运动鞋,童鞋/婴儿鞋/亲子鞋,运动鞋,运动鞋,image.png,童鞋,,,同意,,,,
2025,2025/08/14,964766855398,小勇士户外运动鞋,KKQ3106,清仓,https://detail.tmall.com/item.htm?id=964766855398&spm=a21dvs.23580594.0.0.2593645eRuCor2,149.9,曲奇,运营三组,童鞋/婴儿鞋/亲子鞋>运动鞋>运动鞋,童鞋/婴儿鞋/亲子鞋,运动鞋,运动鞋,image.png,童鞋,,,同意,,,,
2025,2025/08/04,961886921133,能量胶囊户外运动鞋,KKQ3101,清仓,https://detail.tmall.com/item.htm?id=961886921133&spm=a21dvs.23580594.0.0.4b2f4b51HKpf0v,169.9,洋葱,运营一组,童鞋/婴儿鞋/亲子鞋>运动鞋>运动鞋,童鞋/婴儿鞋/亲子鞋,运动鞋,运动鞋,image.png,童鞋,,,同意,,,,
2025,2025/08/07,963096853837,小雪糕轻跑鞋,KKQ3111,清仓,https://detail.tmall.com/item.htm?id=963096853837&spm=a21dvs.23580594.0.0.4b2f4b51HKpf0v,149.9,洋葱,运营一组,户外/登山/野营/旅行用品>户外鞋靴>越野跑鞋,户外/登山/野营/旅行用品,户外鞋靴,越野跑鞋,image.png,童鞋,,,同意,,,,
2025,2025/08/14,965185126330,趣步者户外运动鞋,KKQ3103,清仓,https://detail.tmall.com/item.htm?id=965185126330&spm=a21dvs.23580594.0.0.4b2f4b51HKpf0v,159.9,桃酥,运营三组,童鞋/婴儿鞋/亲子鞋>运动鞋>运动鞋,童鞋/婴儿鞋/亲子鞋,运动鞋,运动鞋,image.png,童鞋,,,同意,,,,
2025,2025/08/19,967056802588,跃野户外运动鞋,KKQ3104,清仓,https://detail.tmall.com/item.htm?id=967056802588&spm=a21dvs.23580594.0.0.7c7a30fcKBIl57,159.9,虾滑,运营二组,童鞋/婴儿鞋/亲子鞋>运动鞋>运动鞋,童鞋/婴儿鞋/亲子鞋,运动鞋,运动鞋,image.png,童鞋,,,同意,,,,
2025,2025/08/19,966525239576,小羚羊户外运动鞋,KKQ3115,清仓,https://detail.tmall.com/item.htm?id=966525239576&spm=a21dvs.23580594.0.0.4b2f4b51mriMqN,139.9,洋葱,运营一组,童鞋/婴儿鞋/亲子鞋>运动鞋>运动鞋,童鞋/婴儿鞋/亲子鞋,运动鞋,运动鞋,image.png,童鞋,,,同意,,,,
2025,2025/10/17,986271250969,小猫爪户外运动鞋,KQ25164,清仓,https://detail.tmall.com/item.htm?id=986271250969&spm=a21dvs.23580594.0.0.3cf2645eRzBiU9,159.9,热狗,运营一组,童鞋/婴儿鞋/亲子鞋>运动鞋>运动鞋,童鞋/婴儿鞋/亲子鞋,运动鞋,运动鞋,image.png,童鞋,,,同意,,,,
2025,2025/10/17,987699768162,北极光户外运动鞋,KQ25165,清仓,https://detail.tmall.com/item.htm?id=987699768162&spm=a21dvs.23580594.0.0.3cf24b511Km2AG,159.9,栗子,运营二组,童鞋/婴儿鞋/亲子鞋>运动鞋>运动鞋,童鞋/婴儿鞋/亲子鞋,运动鞋,运动鞋,image.png,童鞋,,,同意,,,,
2025,,987303225808,北极星雪地靴,KQ25170,清仓,https://detail.tmall.com/item.htm?id=987303225808&spm=a21dvs.23580594.0.0.3cf2645eRzBiU9,159.9,虾滑,运营二组,童鞋/婴儿鞋/亲子鞋>儿童靴子>雪地靴,童鞋/婴儿鞋/亲子鞋,儿童靴子,雪地靴,image.png,童鞋,,,同意,,,,
2025,,990881322921,小雪兔雪地靴,KQ25171,清仓,https://detail.tmall.com/item.htm?id=990881322921&spm=a21dvs.23580594.0.0.3cf2645eng6OCI,159.9,桃酥,运营三组,童鞋/婴儿鞋/亲子鞋>儿童靴子>雪地靴,童鞋/婴儿鞋/亲子鞋,儿童靴子,雪地靴,image.png,童鞋,,,同意,,,,
2025,2025/10/18,987311225160,小马达户外运动鞋,KQ25172,清仓,https://detail.tmall.com/item.htm?id=987311225160&spm=a21dvs.23580594.0.0.3cf2645eRzBiU9&sku_properties=1627207%3A28332,159.9,洋葱,运营一组,童鞋/婴儿鞋/亲子鞋>运动鞋>运动鞋,童鞋/婴儿鞋/亲子鞋,运动鞋,运动鞋,image.png,童鞋,,,同意,,,,
2025,,988121913016,小熊宝加绒靴,KQ25175,清仓,https://detail.tmall.com/item.htm?id=988121913016&spm=a21dvs.23580594.0.0.3cf24b51fTXZWk,159.9,栗子,运营二组,童鞋/婴儿鞋/亲子鞋>儿童靴子>棉靴,童鞋/婴儿鞋/亲子鞋,儿童靴子,棉靴,image.png,童鞋,,,同意,,,,
2025,2025/10/18,987299389619,小骑士马丁靴,KQ25176,清仓,https://detail.tmall.com/item.htm?id=987299389619&spm=a211lz.success.0.0.7bb82b90d1f9kS,159.9,曲奇,运营三组,童鞋/婴儿鞋/亲子鞋>儿童靴子>皮靴,童鞋/婴儿鞋/亲子鞋,儿童靴子,皮靴,image.png,童鞋,,,同意,,,,
2026,2026/01/12,1012684341703,大口袋蝉羽冰皮衣,KQ26002,A级,https://detail.tmall.com/item.htm?id=1012684341703&spm=a21dvs.23580594.0.0.6e8a4b51vlpexg,"110-150码：79.9
160-170码：89.9
",墨鱼,运营一组,童装/婴儿装/亲子装>儿童户外服>儿童皮肤衣/防晒衣,童装/婴儿装/亲子装,儿童户外服,儿童皮肤衣/防晒衣,image.png,防晒衣,,,不同意,,,,
2026,2025/12/30,1009225588007,小野趣翻翻帽,KQ26049,A级,https://detail.tmall.com/item.htm?id=1009225588007&spm=a21dvs.23580594.0.0.6e8a645e8AsEaC,"39.9
包屁衣：49.9",洋葱,运营一组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,婴童防晒帽,5,,不同意,,,,
2026,2025/12/30,1007652402047,动物萌友云感帽,KQ26018,A级,https://detail.tmall.com/item.htm?id=1007652402047&spm=a21dvs.23580594.0.0.6e8a645eHGvOCr&sku_properties=20017%3A42103217195,39.9,洋葱,运营一组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,婴童防晒帽,5,,不同意,,,,
2026,2025/12/31,1009488728622,花仙子翻翻帽,KQ26021,B级,https://detail.tmall.com/item.htm?id=1009488728622&sku_properties=20017%3A42103123489,35.9,曲奇,运营三组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,婴童防晒帽,,,不同意,,,,
2026,2025/12/31,1009383800605,小动物软檐鸭舌帽,KQ26022,S级,https://detail.tmall.com/item.htm?id=1009383800605&spm=a21dvs.23580594.0.0.6e8a645e8AsEaC&sku_properties=20017%3A42171837565,"39.9
包屁衣：49.9",墨鱼,运营一组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,婴童防晒帽,5,,不同意,,,,
2026,2026/01/05,1009885029221,亚麻小凉帽,KQ26047,A级,https://detail.tmall.com/item.htm?id=1009885029221&spm=a21dvs.23580594.0.0.6e8a645e8AsEaC&sku_properties=20017%3A42159988902,59.9,热狗,运营一组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,其他防晒帽,,,不同意,,,,
2026,2026/01/04,1010406228501,小森林翻翻帽,KQ26043,B级,http://etail.tmall.com/item.htm?id=1010406228501&sku_properties=20017%3A42102215228&spm=a21dvs.23580594.0.0.6e8a645e8AsEaC,39.9,热狗,运营一组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,婴童防晒帽,,,不同意,,,,
2026,2026/02/02,1017875899059,小护瞳防蓝光眼镜,KQ26103,清仓,https://detail.tmall.com/item.htm?abbucket=11&id=1017875899059&pisk=gsM-q_cZvEYuskvXWTADxsE7wHtcwImPH4o1Ky4lOq3xPqkuryVhp9Uxf7xr-2cYJqgYPTxyaWaKzr0hK0DKg9nZYYxzK3yr4JyBSFviJ0ozLIuoXrHRhtZrc6_7OI2j2BdQkFvMImd74JmXSbAhXUHUj9wQNz1fhrrLR_6IRS6bYr67ATwQlnEUlJZ7NkZfGlZaRuNIR-ibxl7CPu6BhKZUXgwQd2iXDkzbVJwIRmtYYAMWJrs7-9hxzJ2ISQC--2kY27UsDCWCphr5Syn589BnHjF85d4Ad9MY2mtFIEX9tPGar54slKX8pmZKk5cJWT3KAclQMvQWqVgj92ZqgeCLWXio_xPcA_ixpzFsFSI1KcwzA2NKgFBg28cY6YhyYZiSSzh_UDj9rmFtM5rbGMC7EfmiL5MWeNz0_k3YsbLOeVszqAD9h_QgWkfWDnCFT7ZVYIIK7RzPkhrYS3pdT6P20oUMDnCFT7Z4DPxJv65Ugn5..&rn=19413997e37e084b28b839b345d06a7b&spm=a1z10.3-b-s.w4011-14899565465.106.116e367c0TF8X6,59.9,桃酥,运营三组,ZIPPO/瑞士军刀/眼镜>功能眼镜>防蓝光镜,ZIPPO/瑞士军刀/眼镜,功能眼镜,防蓝光镜,image.png,蓝光眼镜,,,同意,,,,
2026,2026/02/04,1020039533235,小视宝防蓝光眼镜,KQ26090,B级,https://detail.tmall.com/item.htm?id=1020039533235&spm=a21dvs.23580594.0.0.3bc12c1bVj0n0W,49.9,栗子,运营二组,ZIPPO/瑞士军刀/眼镜>功能眼镜>防蓝光镜,ZIPPO/瑞士军刀/眼镜,功能眼镜,防蓝光镜,image.png,蓝光眼镜,,,不同意,,,,
2026,2026/01/29,1018903208977,小健将户外运动鞋,KQ26099,清仓,https://detail.tmall.com/item.htm?id=1018903208977&spm=a21dvs.23580594.0.0.37ca30fcv0qHKB,149,曲奇,运营三组,童鞋/婴儿鞋/亲子鞋>运动鞋>运动鞋,童鞋/婴儿鞋/亲子鞋,运动鞋,运动鞋,image.png,童鞋,,,同意,,,,
2026,2026/02/07,1019376595376,小风翼户外运动鞋,KQ26100,清仓,https://detail.tmall.com/item.htm?id=1019376595376&spm=a21dvs.23580594.0.0.37ca645eZ8Jc9z,159,虾滑,运营二组,童鞋/婴儿鞋/亲子鞋>运动鞋>运动鞋,童鞋/婴儿鞋/亲子鞋,运动鞋,运动鞋,image.png,童鞋,,,同意,,,,
2026,2026/02/07,1020024114010,小跃步户外运动鞋,KQ26101,B级,https://detail.tmall.com/item.htm?id=1020024114010&spm=a21dvs.23580594.0.0.53ea4b51vUuiR7,159,热狗,运营一组,童鞋/婴儿鞋/亲子鞋>运动鞋>运动鞋,童鞋/婴儿鞋/亲子鞋,运动鞋,运动鞋,image.png,童鞋,,,同意,,,,
2026,2026/02/10,1020094475528,小凌波轻跑鞋,KQ26119,清仓,https://detail.tmall.com/item.htm?id=1020094475528&spm=a211lz.success.0.0.7ee32b9008Pch5,139,桃酥,运营三组,童鞋/婴儿鞋/亲子鞋>运动鞋>运动鞋,童鞋/婴儿鞋/亲子鞋,运动鞋,运动鞋,image.png,童鞋,,,同意,,,,
2026,2026/02/23,1024086233134,小劲风户外运动鞋,KQ26120,清仓,https://detail.tmall.com/item.htm?abbucket=16&id=1024086233134&pisk=gkkmVm9dFjPXJZ_yKNyXNLqMtBO8M-w_-VBTWRUwazz7HrLbHlPZJ2VNBmdXjh4o5rFY3rBgIc0sW5kTWAjjE2XOHEOjbO2TQeLpppnjDRwwJb6zfQbbvlUwBoWwU-ZOPk43EpnjcPsc7HhypdxOj2RN_PuaUzrTYR5agl-uakEaQtPN30zzPlyaQsPNaTrUXZ54uVyr4lqU7Nra_zzzXl6aQRuZ43q_zoyaQVoyqlGcyOznQYMy-BrdJTib3Yq0iyokOOWg19Fb8fUPQekumeaE0zXNQy8OkPnoDEXI2-Ms-k3vUt0nAYgu42JMrRgS_Vrizp_ThX3jd70vTFi8nlVUQ7jNQ02mNWkYLp7uVbox_xgcjOrjHvFgR7xNC5erpWlEoGtI4-rZ5WM9RtaqbDMI9JvRgJoo_2cG4MfPT6VlCu-tU11_guZuJ6TkumTk7W_9q3fBGSr7DeKkq11_guZuJ3xlONN4VoLd.&rn=d9042980501d968f6782928d05e45661&spm=a1z10.3-b.w4011-14899565465.108.1df5367cCKuufH,159,栗子,运营二组,童鞋/婴儿鞋/亲子鞋>运动鞋>运动鞋,童鞋/婴儿鞋/亲子鞋,运动鞋,运动鞋,image.png,童鞋,,,同意,,,,
2026,2026/01/09,1011625865681,小轻壳连帽外套,KQ26007,A级,https://detail.tmall.com/item.htm?id=1011625865681&spm=a21dvs.23580594.0.0.1c7d2d69cCOfxA,69.9,洋葱,运营一组,童装/婴儿装/亲子装>儿童户外服>儿童皮肤衣/防晒衣,童装/婴儿装/亲子装,儿童户外服,儿童皮肤衣/防晒衣,image.png,防晒衣,,,不同意,,,,
2026,2026/02/27,1025707461399,驭光者冰奶皮防晒衣,KQ26014,A级,https://detail.tmall.com/item.htm?id=1025707461399&spm=a21dvs.23580594.0.0.37ca645eeVaN53,69.9,曲奇,运营三组,童装/婴儿装/亲子装>儿童户外服>儿童皮肤衣/防晒衣,童装/婴儿装/亲子装,儿童户外服,儿童皮肤衣/防晒衣,image.png,防晒衣,,,不同意,,,,
2026,2026/03/02,1026780305565,瓜瓜岛冰奶皮防晒衣,KQ26012,清仓,https://detail.tmall.com/item.htm?id=1026780305565&spm=a21dvs.23580594.0.0.53ea645egRUqxP,49.9,蛤蜊,运营三组,童装/婴儿装/亲子装>儿童户外服>儿童皮肤衣/防晒衣,童装/婴儿装/亲子装,儿童户外服,儿童皮肤衣/防晒衣,image.png,防晒衣,,,同意,,,,
2026,,1026033279502,3不怕儿童防晒T,KQ26042,B级,https://detail.tmall.com/item.htm?id=1026033279502&spm=a21dvs.23580594.0.0.53ea645elB08FM,39.9,虾滑,运营二组,童装/婴儿装/亲子装>T恤>T恤,童装/婴儿装/亲子装,T恤,T恤,image.png,速干衣裤,,,同意,,,儿童速干T恤,
2026,2026/03/02,1025875706262,萌力涂鸦冰奶皮防晒衣,KQ26006,B级,https://detail.tmall.com/item.htm?id=1025875706262&spm=a21dvs.23580594.0.0.53ea645egRUqxP,59.9,虾滑,运营二组,童装/婴儿装/亲子装>儿童户外服>儿童皮肤衣/防晒衣,童装/婴儿装/亲子装,儿童户外服,儿童皮肤衣/防晒衣,image.png,防晒衣,,,同意,,,,
2026,2026/01/13,1011474271996,小飞燕蝉羽冰皮衣,KQ26005,清仓,https://detail.tmall.com/item.htm?id=1011474271996&spm=a21dvs.23580594.0.0.6e8a4b51ZlBoc5,85.9,桃酥,运营三组,童装/婴儿装/亲子装>儿童户外服>儿童皮肤衣/防晒衣,童装/婴儿装/亲子装,儿童户外服,儿童皮肤衣/防晒衣,image.png,防晒衣,,,同意,,,,
2026,2026/01/13,1013734564762,风感薄防晒衣,KQ26041,清仓,https://detail.tmall.com/item.htm?id=1013734564762&spm=a21dvs.23580594.0.0.6e8a4b51ZlBoc5,89.9,桃酥,运营三组,童装/婴儿装/亲子装>儿童户外服>儿童皮肤衣/防晒衣,童装/婴儿装/亲子装,儿童户外服,儿童皮肤衣/防晒衣,image.png,防晒衣,,,同意,,,,
2026,2026/01/13,1012156402810,小彩壳蝉羽冰皮衣,KQ26004,A级,https://detail.tmall.com/item.htm?id=1012156402810&spm=a21dvs.23580594.0.0.6e8a4b51ZlBoc5,69.9,洋葱,运营一组,童装/婴儿装/亲子装>儿童户外服>儿童皮肤衣/防晒衣,童装/婴儿装/亲子装,儿童户外服,儿童皮肤衣/防晒衣,image.png,防晒衣,,,不同意,,,,
2026,2026/04/30,1046495615985,小彩壳蝉羽冰皮衣（成人）,KQ26004,A级,https://detail.tmall.com/item.htm?abbucket=12&id=1046495615985&pisk=gXnK23_wdCAHfHx6MMYiqw6DSipgpFDFXXkfq7VhPfhtOfo3t74l2gFthyvEZb0TwfGTOMve8zN-T5clqvm-7gHqUDvUqprELurWiIx02vkU4itHnDnpfOwrCg_QdFqspUL76IxDmALQLuD6i2bGjLe_ngZ7RWZ_C5y8NwsSNPs_U5sQFMZ71dez1u17Vga11JyuN7G7RAw_H-6CR8aCfhwUHuNSNu9tC5y8V7G7VdHsiMO819Nl2V9CfnJ51kS5VceL5FDQ1trIjJULGvid0iJzpyFjd5RK_VuL5Yz-4TS8uvgqa-GCOI4EFVhTpuKGRoMtPjeZAnfLQ2Dsa5ahUglYvbUjAPB5VkrLTlescLb4scFnNDU6niUufm4bAVYwtzqLHbiE9TISGADmYPoJM1Nr--r_nv-dXoMQFgzqmm34usVYEw99Ba7zRRSds1wwzSVg2RFDp3QPzPJaBSv9Ba7zRRyTippRzazwQ&rn=b56d5bc4afc26862d8221119efd49011&spm=a1z10.3-b-s.w4011-14899565465.110.5932367c6OdS2D,69.9,洋葱,运营一组,童装/婴儿装/亲子装>儿童户外服>儿童皮肤衣/防晒衣,童装/婴儿装/亲子装,儿童户外服,儿童皮肤衣/防晒衣,image.png,防晒衣,,,不同意,,,,
2026,2026/03/02,1025811846988,拓野者冰奶皮防晒衣,KQ26003,B级,https://detail.tmall.com/item.htm?id=1025811846988&spm=a21dvs.23580594.0.0.53ea645ep1Q7Eu,59.9,热狗,运营一组,童装/婴儿装/亲子装>儿童户外服>儿童皮肤衣/防晒衣,童装/婴儿装/亲子装,儿童户外服,儿童皮肤衣/防晒衣,image.png,防晒衣,,,同意,,,,
2026,2026/04/29,1046970706651,拓野者冰奶皮防晒衣（成人）,KQ26003,B级,https://detail.tmall.com/item.htm?id=1046970706651&spm=a21dvs.23580594.0.0.5a3f645eEOe5hc,59.9,热狗,运营一组,童装/婴儿装/亲子装>儿童户外服>儿童皮肤衣/防晒衣,童装/婴儿装/亲子装,儿童户外服,儿童皮肤衣/防晒衣,image.png,防晒衣,,,同意,,,,
2026,2026/03/03,1027111997294,冰奶皮快穿小斗篷,KQ26040,B级,https://detail.tmall.com/item.htm?id=1027111997294&spm=a21dvs.23580594.0.0.53ea645e7nQRZu,29.9,热狗,运营一组,童装/婴儿装/亲子装>儿童户外服>儿童皮肤衣/防晒衣,童装/婴儿装/亲子装,儿童户外服,儿童皮肤衣/防晒衣,image.png,防晒衣,,,不同意,,,,
2026,2026/01/19,1013833346200,显眼包蝉羽冰皮衣,KQ26011,A级,https://detail.tmall.com/item.htm?id=1013833346200&spm=a21dvs.23580594.0.0.6ffb2c1bimL16A,59.9,虾滑,运营二组,童装/婴儿装/亲子装>儿童户外服>儿童皮肤衣/防晒衣,童装/婴儿装/亲子装,儿童户外服,儿童皮肤衣/防晒衣,image.png,防晒衣,,,不同意,,,,
2026,2026/03/02,1025247491449,小萌盾冰奶皮防晒衣,KQ26010,A级,https://detail.tmall.com/item.htm?id=1025247491449&spm=a21dvs.23580594.0.0.53ea4b51r5UWWa,59.9,栗子,运营二组,童装/婴儿装/亲子装>儿童户外服>儿童皮肤衣/防晒衣,童装/婴儿装/亲子装,儿童户外服,儿童皮肤衣/防晒衣,image.png,防晒衣,,,不同意,,,,
2026,2026/02/26,1025334525778,小线条冰奶皮防晒T(主,KQ26008,A级,https://detail.tmall.com/item.htm?id=1025334525778&spm=a21dvs.23580594.0.0.53ea645eOcdSTF,"长袖：45.9
短袖：39.9",曲奇,运营三组,童装/婴儿装/亲子装>T恤>T恤,童装/婴儿装/亲子装,T恤,T恤,image.png,速干衣裤,,,不同意,,,儿童速干T恤,
2026,2026/05/13,1052295140794,小线条冰奶皮防晒T（副,KQ26008,A级,https://detail.tmall.com/item.htm?id=1052295140794&spm=a21dvs.23580594.0.0.52b14b519oivrr,"长袖：45.9
短袖：39.9",曲奇,运营三组,童装/婴儿装/亲子装>儿童户外服>儿童速干T恤,童装/婴儿装/亲子装,儿童户外服,儿童速干T恤,image.png,速干衣裤,,,不同意,,,,
2026,2026/02/27,1026589576082,小球星冰奶皮防晒T,KQ26001,B级,https://detail.tmall.com/item.htm?id=1026589576082&spm=a21dvs.23580594.0.0.53ea4b51a8Lozw,45.9,栗子,运营二组,童装/婴儿装/亲子装>T恤>T恤,童装/婴儿装/亲子装,T恤,T恤,image.png,速干衣裤,,,不同意,,,儿童速干T恤,
2026,2026/03/09,1027760343607,小清风透爽防晒T,KQ26013,B级,https://detail.tmall.com/item.htm?id=1027760343607&spm=a21dvs.23580594.0.0.53ea645eqdqyqw,29.9,热狗,运营一组,童装/婴儿装/亲子装>T恤>T恤,童装/婴儿装/亲子装,T恤,T恤,image.png,速干衣裤,,,同意,,,儿童速干T恤,
2026,2026/02/28,1024617571599,小麻薯冰奶皮防晒T,KQ26009,清仓,https://detail.tmall.com/item.htm?id=1024617571599&spm=a21dvs.23580594.0.0.53ea4b51vUuiR7,49.9,桃酥,运营三组,童装/婴儿装/亲子装>T恤>T恤,童装/婴儿装/亲子装,T恤,T恤,image.png,速干衣裤,,,不同意,,,儿童速干T恤,
2026,2026/04/29,1048885760249,小麻薯冰奶皮防晒T（成人）,KQ26009,清仓,https://detail.tmall.com/item.htm?id=1048885760249&spm=a21dvs.23580594.0.0.5a3f645eEOe5hc,49.9,桃酥,运营三组,童装/婴儿装/亲子装>T恤>T恤,童装/婴儿装/亲子装,T恤,T恤,image.png,速干衣裤,,,不同意,,,儿童速干T恤,
2026,2026/03/03,1027221113564,热带漫游空顶帽,KQ26102,B级,https://detail.tmall.com/item.htm?id=1027221113564&spm=a21dvs.23580594.0.0.53ea645e4we8w1&sku_properties=20017%3A22266187658,55.9,洋葱,运营一组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,其他防晒帽,,,不同意,,,,
2026,2026/02/28,1026967700614,小小岛贝壳帽,KQ26061,清仓,https://detail.tmall.com/item.htm?id=1026967700614&spm=a21dvs.23580594.0.0.53ea4b51vUuiR7&sku_properties=20017%3A65303845%3B20509%3A22297202174,39.9,曲奇,运营三组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,婴童防晒帽,,,不同意,,,,
2026,2026/01/07,1009158511406,萌宠小精灵双面帽,KQ26020,A级,https://detail.tmall.com/item.htm?id=1009158511406&spm=a21dvs.23580594.0.0.27c6645eLIaSk8&sku_properties=20017%3A993330616,39.9,虾滑,运营二组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,其他防晒帽,,,不同意,,,,
2026,2026/02/27,1024753670969,小清新全防护荷叶帽,KQ26046,清仓,https://detail.tmall.com/item.htm?id=1024753670969&spm=a21dvs.23580594.0.0.53ea4b51wdOXGw,29.9,虾滑,运营二组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,婴童防晒帽,,,同意,,,,
